date,open,high,low,close,close_ma5,close_ma20,close_ma60,close_ma120
2016.8.30,805.55,808.32,799.24,802.07,799.78,785.92,737.45,702.33
2016.8.31,802.43,802.71,797.35,801.48,801.21,788.17,738.96,703.52
2016.9.1,802.09,808.36,797.76,808.36,803.39,790.41,740.6,704.78
2016.9.2,811.06,811.2,803.39,806.96,804.5,792.07,742.2,706.05
2016.9.6,808.79,809.28,800.99,805.1,804.79,793.7,743.97,707.24
2016.9.7,805.8,806.78,797.81,799.2,804.22,794.72,745.69,708.36
2016.9.8,796.37,799.92,793.13,797.57,803.44,795.96,747.4,709.38
2016.9.9,788.61,790.67,767.08,768.37,795.44,795.56,748.62,710.15
2016.9.12,760.21,784.5,760.07,783.95,790.84,795.77,750.11,711.05
2016.9.13,779.84,786.31,772.81,776.74,785.17,795.08,751.57,711.97
2016.9.14,776.85,785.49,773.93,783.72,782.07,795.04,753.01,712.95
2016.9.15,783.73,803.02,783.65,801.77,782.91,795.9,754.72,714.09
2016.9.16,806.07,808.83,795.86,801.55,789.55,796.47,756.44,715.15
2016.9.19,806.43,814.6,800.17,803.06,793.37,796.77,757.88,716.17
2016.9.20,808.03,808.13,797.4,799.11,797.84,796.86,759.94,717.19
2016.9.21,803.96,811.45,800.01,810.65,803.23,797.32,762.65,718.26
2016.9.22,816.39,818.38,810.71,813.51,805.58,798.28,765.11,719.41
2016.9.23,811.85,812.22,803.86,804.59,806.18,798.64,767.2,720.52
2016.9.26,798.67,801.57,793.85,796.64,804.9,798.4,768.95,721.51
2016.9.27,796.38,810.98,794.66,810.84,807.25,798.76,771.04,722.71
2016.9.28,813.24,816.45,806.95,812.47,807.61,799.28,773.38,723.88
2016.9.29,811.03,827.18,803.69,822.64,809.44,800.34,775.86,725.15
2016.9.30,828.35,840.49,828.33,835.6,815.64,801.7,778.42,726.53
2016.10.3,836.74,840.8,828.03,829.49,822.21,802.83,780.56,727.73
2016.10.4,831.43,835.52,824.28,827.34,825.51,803.94,782.54,728.97
2016.10.5,829.91,839.39,828.7,833.71,829.76,805.67,784.46,730.3
2016.10.6,832.16,839.13,827.82,838.6,832.95,807.72,786.46,731.68
2016.10.7,839.22,839.58,829.82,837.02,833.23,811.15,788.34,733.1
2016.10.10,840.38,844.3,832.68,832.91,833.92,813.6,790.16,734.44
2016.10.11,830.87,830.87,808.35,815.31,831.51,815.53,791.5,735.67
2016.10.12,813.61,814.87,805.19,812.62,827.29,816.97,792.85,736.87
2016.10.13,804.22,805.24,790.17,803.05,820.18,817.04,793.84,738.02
2016.10.14,809.09,818.62,808.71,809.39,814.66,817.43,795.02,739.14
2016.10.17,808.97,812.79,804.53,805,809.07,817.52,796.07,740.17
2016.10.18,815.87,817.68,812.52,814.74,808.96,818.31,797.21,741.44
2016.10.19,807.56,812.11,803.46,810.93,808.62,818.32,797.81,742.82
2016.10.20,810.1,819.7,804.62,816.72,811.36,818.48,798.5,744.21
2016.10.21,812.66,815.78,806.79,814.53,812.38,818.98,799.24,745.64
2016.10.24,819.69,830.23,819.69,829.79,817.34,820.63,800.29,747.27
2016.10.25,828.48,832.56,827.24,828.67,820.13,821.53,801.3,748.86
2016.10.26,822.96,832.58,821.95,827.22,823.39,822.26,802.49,750.45
2016.10.27,834.48,837.8,822.83,823.74,824.79,822.32,803.61,752.01
2016.10.28,827.73,832.09,818.2,818.88,825.66,821.48,804.53,753.46
2016.10.31,823.8,827.16,821.99,823.52,824.41,821.18,805.36,754.97
2016.11.1,826.43,829.9,807.08,816.08,821.89,820.62,806.09,756.51
2016.11.2,818.43,821.15,808.15,810.57,818.56,819.46,806.62,757.99
2016.11.3,811.73,815.27,805.34,808,815.41,817.93,807.2,759.36
2016.11.4,800.99,810.32,797.74,802.88,812.21,816.23,807.65,760.73
2016.11.7,816.62,826.31,814.24,825.87,812.68,815.88,808.41,762.2
2016.11.8,825.86,832.68,820.91,827.68,815,816.49,809.03,763.73
2016.11.9,805.66,826.18,805.44,823.59,817.6,817.04,809.68,765.05
2016.11.10,827.49,833.8,798.2,806.09,817.22,817.19,810.04,766.19
2016.11.11,819.15,838.02,819.09,837.24,824.09,818.59,810.83,767.45
2016.11.14,837.69,839,829.98,832.08,825.34,819.94,811.41,768.64
2016.11.15,836.28,850.03,834.48,847.9,829.38,821.6,812.25,769.94
2016.11.16,847.08,858.31,846.23,857.55,836.17,823.93,813.19,771.29
2016.11.17,858.79,870.75,855.6,866.84,848.32,826.44,814.4,772.68
2016.11.18,868.23,874.22,865.47,872.63,855.4,829.34,815.65,774.1
2016.11.21,876.25,879.86,872.52,879,864.78,831.8,816.95,775.56
2016.11.22,885.14,888.84,884.21,888.27,872.86,834.78,818.36,777.08
2016.11.23,887.57,891,883.35,889.31,879.21,837.89,819.81,778.63
2016.11.25,888.95,891.39,886.95,890.97,884.04,841.25,821.3,780.13
2016.11.28,888.87,891.46,886.28,887.25,886.96,844.67,822.62,781.61
2016.11.29,885.87,890.86,881.52,885.25,888.21,847.75,823.92,783.06
2016.11.30,887.14,887.19,879.43,879.47,886.45,850.92,825.16,784.56
2016.12.1,878.91,878.96,832.13,836.79,875.95,852.23,825.79,785.74
2016.12.2,834.24,849.02,832.9,847.7,867.29,854.22,826.62,787.01
2016.12.5,854.87,860.56,849.46,858.13,861.47,856.98,828.12,788.37
2016.12.6,861.49,870.81,861.26,870,858.42,859.19,829.55,789.83
2016.12.7,869.8,889.84,866.62,888.45,860.21,862.23,831.42,791.49
2016.12.8,890.75,900.97,889.42,895.7,872,865.83,833.28,793.15
2016.12.9,903.64,903.64,886.31,892.51,880.96,870.15,834.79,794.76
2016.12.12,886.29,890.14,878.25,885.46,886.42,872.56,836.19,796.32
2016.12.13,890.08,901.59,888.7,895.55,891.53,875.74,837.73,797.81
2016.12.14,895.54,899.89,891.6,894.28,892.7,878.06,839.32,799.63
2016.12.15,897.7,913.82,896.69,909.97,895.55,880.68,840.98,801.81
2016.12.16,912.4,916.57,896.68,900.85,897.22,882.38,842.43,803.77
2016.12.19,904.57,913.29,902.39,909.68,902.07,884.23,844.18,805.69
2016.12.20,915.58,919.98,914.38,917.99,906.55,886.18,846.21,807.58
2016.12.21,919.54,922.45,916.86,918.33,911.36,887.68,848,809.52
2016.12.22,927.73,928.28,919.45,923.06,913.98,889.37,849.84,811.61
2016.12.23,920.82,928.04,920.43,927.92,919.4,891.22,851.59,813.73
2016.12.27,931.11,940.74,931.11,939.21,925.3,893.81,853.32,815.87
2016.12.28,943.2,944.23,920.67,921.09,925.92,895.61,854.85,817.71
2016.12.29,913.75,921.23,911.46,921.2,926.5,897.69,856.41,819.48
2016.12.30,924.33,925.31,904.23,906.47,923.18,901.18,857.63,821.04
2017.1.3,910.8,919.87,899.33,907.34,919.06,904.16,858.77,822.61
2017.1.4,910.53,913.68,905.23,909.77,913.17,906.74,859.98,824.16
2017.1.5,909.91,914.75,900.21,901.69,909.29,908.33,861.13,825.64
2017.1.6,903.26,911.32,898.55,908.65,906.78,909.34,862.69,827.09
2017.1.9,911.92,922.24,911.92,918.58,909.21,910.48,864.45,828.65
2017.1.10,919.97,924.98,918.13,923.06,912.35,912.01,866.45,830.15
2017.1.11,922.39,926.63,919.64,926.54,915.7,914.06,868.4,831.71
2017.1.12,918.78,918.8,904.66,918.16,919,915.19,870.29,833.18
2017.1.13,919.2,926.76,918.91,924.67,922.2,916.71,872.12,834.66
2017.1.17,919.9,920.61,906.56,909.48,920.38,916.69,873.76,835.79
2017.1.18,911.11,922.87,909.93,922.36,920.24,917.76,875.53,837.01
2017.1.19,921.3,928.17,917.17,918.03,918.54,918.18,877.25,838.24
2017.1.19,921.3,928.17,917.17,918.03,918.51,918.18,878.72,839.5
2017.1.20,927.55,935.58,927.45,930.01,919.58,918.77,880.41,840.85
2017.1.23,924.13,928.2,916.86,923.77,922.44,918.8,882.02,842.25
2017.1.24,929.29,943.42,928.51,942.41,926.45,919.53,884,843.8
2017.1.25,953.64,957.56,947.27,956.06,934.06,920.37,886.28,845.41
2017.1.26,955.15,955.99,946.62,950.32,940.51,921.83,888.4,846.88
2017.1.27,955.79,962.32,955.67,962.26,946.96,923.88,890.83,848.46
2017.1.30,956.62,957.31,945,956.84,953.58,926.4,893.27,849.94
2017.1.31,952.59,952.65,938.76,944.28,953.95,928.25,895.54,851.37
2017.2.1,955.5,960.11,949.91,960.11,954.76,930.77,898.16,852.9
2017.2.2,953.64,962.33,948.53,959.08,956.51,933.63,900.38,854.4
2017.2.3,963.65,965.31,960.05,964.02,956.87,936.4,902.65,855.84
2017.2.6,963.5,967.72,960.08,967.39,958.98,938.84,905.05,857.37
2017.2.7,972,974.06,965.22,970.59,964.24,941.22,907.79,858.92
2017.2.8,972.9,976.43,967.27,972.14,966.64,943.5,910.04,860.43
2017.2.9,975.03,975.03,962.54,963.81,967.59,945.78,912.24,861.82
2017.2.10,969.1,969.99,953.91,963.05,967.4,947.7,914.16,863.21
2017.2.13,968.91,971.61,963.71,965.7,967.06,950.51,915.96,864.58
2017.2.14,962.9,964.12,957,962.63,965.47,952.53,917.56,865.98
2017.2.15,965.06,971.25,960.23,970.54,965.15,955.15,919.19,867.42
2017.2.16,971.02,972.8,965.34,971.24,966.63,957.81,920.72,868.84
2017.2.17,968.7,976.8,963.01,976.8,969.38,960.15,922.2,870.28
2017.2.21,981.21,990.59,980.97,990.44,974.33,963.49,923.89,871.85
2017.2.22,989.9,991.24,985.99,990.07,979.82,965.87,925.54,873.42
2017.2.23,986.88,987.06,967.81,973.87,980.48,966.76,926.98,874.8
2017.2.24,958.78,973.56,955.11,973.44,980.92,967.91,928.45,876.19
2017.2.27,972.66,982.52,971.77,982.4,982.04,968.92,930.17,877.66
2017.2.28,982.3,982.42,967.37,969.38,977.83,969.55,932.38,879.08
2017.3.1,980.79,985.94,971.49,985.26,976.87,971.6,934.67,880.65
2017.3.2,985.87,988.09,973.33,974.33,976.96,972.31,936.61,882.36
2017.3.3,973.88,975.29,968.27,973.97,977.07,973.05,938.34,883.95
2017.3.6,968.15,976.03,963.03,974.18,975.42,973.56,939.77,885.59
2017.3.7,972.68,982.84,969.95,976.85,976.92,974.03,941.12,887.2
2017.3.8,981.53,986.62,976.75,979,975.67,974.45,942.56,888.68
2017.3.9,976,982.45,973.34,980.48,976.9,974.87,944.14,890.17
2017.3.10,989.01,994.21,986.49,991.94,980.49,976.28,945.75,891.74
2017.3.13,995.4,999.66,993.06,999.39,985.53,978.1,947.5,893.41
2017.3.14,995.98,996.64,988.42,996.33,989.43,979.63,948.94,894.96
2017.3.15,996.36,"1,006.21",992.94,"1,004.65",994.56,981.73,950.67,896.55
2017.3.16,"1,005.29","1,007.45","1,001.05","1,002.81",999.02,983.34,952.22,898.2
2017.3.17,"1,004.19","1,006.12","1,002.14","1,004.60","1,001.56",985.01,953.67,899.94
2017.3.20,"1,005.98","1,015.90","1,004.19","1,012.29","1,004.14",986.78,955.23,901.62
2017.3.21,"1,015.94","1,017.14",986.99,988.42,"1,002.55",986.68,956.32,903.08
2017.3.22,987.87,"1,000.26",986.3,999.34,"1,001.49",987.15,957.51,904.55
2017.3.23,997.91,"1,002.09",994.44,996.85,"1,000.30",988.3,958.47,905.9
2017.3.24,"1,012.41","1,016.68","1,000.53","1,004.35","1,000.25",989.84,959.86,907.35
2017.3.27,994.09,"1,008.48",990.66,"1,005.95",998.98,991.02,961.27,908.84
2017.3.28,"1,005.44","1,012.94","1,002.88","1,008.97","1,003.09",993,962.98,910.3
2017.3.29,"1,007.50","1,008.64","1,003.66","1,006.49","1,004.52",994.06,964.64,911.7
2017.3.30,"1,005.77","1,014.00","1,005.39","1,011.81","1,007.51",995.93,966.34,913.16
2017.3.31,"1,010.76","1,016.61","1,008.32","1,011.40","1,008.92",997.8,968.16,914.65
2017.4.3,"1,012.79","1,014.74",998.89,"1,005.80","1,008.89",999.39,969.78,916.23
2017.4.4,998.57,"1,007.05",997.23,"1,000.48","1,007.20","1,000.57",971.15,917.8
2017.4.5,"1,002.75","1,010.02",992.76,993.53,"1,004.60","1,001.29",972.32,919.39
2017.4.6,990.08,997.07,984.94,994.69,"1,001.18","1,002.00",973.46,920.93
2017.4.7,994.22,"1,002.33",992.87,999.35,998.77,"1,002.37",974.81,922.55
2017.4.10,998.83,"1,000.24",989.21,991.62,995.93,"1,001.99",975.93,924.02
2017.4.11,983.96,984.42,968.77,983.34,992.51,"1,001.34",977.16,925.46
2017.4.12,981.27,981.97,964.54,966.55,987.11,999.43,977.9,926.71
2017.4.13,962.54,974.62,960.01,960.01,980.17,997.29,978.6,927.92
2017.4.17,964.78,972.69,964.66,972.56,974.82,995.69,979.5,929.11
2017.4.18,967.43,977.22,966.37,976.67,971.83,993.91,980.28,930.35
2017.4.19,986.72,990.4,980.33,982.05,971.57,993.59,981.25,931.64
2017.4.20,988.18,999.18,984.46,997.55,977.77,993.5,982.17,933.08
2017.4.21,992.47,995.01,985.27,992.94,984.35,993.31,982.79,934.53
2017.4.24,"1,008.56","1,010.71","1,003.84","1,007.80",991.4,993.48,983.74,936.07
2017.4.25,"1,012.68","1,019.44","1,010.08","1,017.81",999.63,994.07,984.67,937.75
2017.4.26,"1,015.47","1,017.86","1,005.83","1,009.16","1,005.05",994.08,985.54,939.41
2017.4.27,"1,016.03","1,024.61","1,015.35","1,023.29","1,010.20",994.92,986.86,941.2
2017.4.28,"1,017.60","1,019.11","1,002.89","1,005.53","1,012.72",994.61,987.62,942.89
2017.5.1,"1,007.70","1,015.80","1,003.08","1,015.43","1,014.24",994.81,988.56,944.47
2017.5.2,"1,010.94","1,010.94",999.53,"1,004.62","1,011.61",994.75,989.23,945.94
2017.5.3,"1,001.20","1,009.23",998.87,"1,008.05","1,011.38",995.13,989.91,947.48
2017.5.4,"1,008.96","1,010.69","1,002.95","1,006.83","1,008.09",995.79,990.51,949.15
2017.5.5,"1,008.97","1,011.05","1,001.68","1,011.03","1,009.19",996.61,991.16,950.6
2017.5.8,"1,011.50","1,012.28","1,005.04","1,007.16","1,007.54",997,991.88,952.06
2017.5.9,"1,009.63","1,019.86","1,009.58","1,017.50","1,010.11",998.29,992.79,953.47
2017.5.10,"1,032.32","1,040.57","1,029.94","1,038.92","1,016.29","1,001.07",994.01,954.99
2017.5.11,"1,036.22","1,047.24","1,029.25","1,042.43","1,023.41","1,004.87",995.34,956.45
2017.5.12,"1,043.55","1,046.40","1,039.22","1,045.24","1,030.25","1,009.13",996.59,957.89
2017.5.15,"1,048.46","1,062.13","1,046.83","1,061.05","1,041.03","1,013.55",998.08,959.4
2017.5.16,"1,066.40","1,077.05","1,061.45","1,076.85","1,052.90","1,018.56",999.75,960.98
2017.5.17,"1,061.17","1,066.29","1,029.34","1,029.83","1,051.08","1,020.95","1,000.41",962.15
2017.5.18,"1,030.31","1,052.20","1,027.37","1,049.29","1,052.45","1,023.54","1,001.40",963.47
2017.5.19,"1,057.53","1,064.30","1,057.48","1,060.77","1,055.56","1,026.93","1,002.84",964.91
2017.5.22,"1,066.40","1,072.77","1,065.13","1,072.30","1,057.81","1,030.15","1,004.49",966.47
2017.5.23,"1,071.55","1,071.59","1,059.58","1,067.94","1,056.03","1,032.66","1,005.92",968.04
2017.5.24,"1,075.13","1,076.75","1,069.91","1,074.85","1,065.03","1,035.95","1,007.67",970.03
2017.5.25,"1,079.99","1,084.02","1,073.65","1,080.75","1,071.32","1,038.82","1,009.27",971.97
2017.5.26,"1,077.97","1,084.94","1,072.34","1,084.85","1,076.14","1,042.78","1,011.11",973.86
2017.5.30,"1,085.32","1,094.16","1,084.28","1,091.45","1,079.97","1,046.59","1,013.07",975.7
2017.5.31,"1,101.12","1,101.76","1,086.26","1,091.42","1,084.66","1,050.93","1,015.02",977.39
2017.6.1,"1,094.17","1,094.40","1,086.14","1,092.55","1,088.20","1,055.15","1,016.95",979.03
2017.6.2,"1,100.14","1,104.90","1,091.41","1,103.40","1,092.73","1,059.98","1,019.02",980.79
2017.6.5,"1,102.48","1,112.07","1,102.48","1,106.22","1,097.01","1,064.74","1,021.12",982.63
2017.6.6,"1,102.59","1,117.48","1,101.00","1,110.08","1,100.73","1,069.88","1,023.09",984.42
2017.6.7,"1,115.60","1,122.38","1,112.32","1,118.30","1,106.11","1,074.92","1,025.07",986.29
2017.6.8,"1,126.15","1,138.89","1,117.79","1,138.25","1,115.25","1,079.89","1,027.43",988.19
2017.6.9,"1,145.18","1,149.86","1,068.56","1,090.05","1,112.58","1,082.27","1,028.86",989.76
2017.6.12,"1,074.94","1,087.86","1,053.33","1,084.44","1,108.22","1,084.23","1,030.22",991.22
2017.6.13,"1,095.85","1,101.97","1,078.35","1,091.35","1,104.48","1,085.75","1,031.66",992.67
2017.6.14,"1,094.55","1,094.99","1,068.27","1,079.82","1,096.78","1,085.90","1,032.79",994.01
2017.6.15,"1,061.57","1,074.44","1,060.66","1,070.76","1,083.28","1,087.94","1,034.16",995.24
2017.6.16,"1,072.36","1,079.50","1,063.56","1,067.23","1,078.72","1,088.84","1,035.29",996.4
2017.6.19,"1,079.94","1,088.78","1,079.93","1,087.92","1,079.42","1,090.20","1,036.81",997.64
2017.6.20,"1,089.42","1,094.18","1,074.62","1,074.89","1,076.12","1,090.33","1,037.99",998.92
2017.6.21,"1,080.51","1,088.16","1,075.60","1,087.42","1,077.64","1,091.30","1,039.34","1,000.31"
2017.6.22,"1,089.08","1,089.95","1,080.01","1,084.96","1,080.48","1,091.81","1,040.61","1,001.80"
2017.6.23,"1,084.83","1,094.37","1,081.88","1,088.48","1,084.73","1,092.19","1,041.98","1,003.31"
2017.6.26,"1,095.62","1,099.41","1,072.51","1,077.92","1,082.73","1,091.85","1,043.08","1,004.71"
2017.6.27,"1,072.61","1,072.61","1,048.52","1,048.66","1,077.49","1,089.71","1,043.70","1,005.93"
2017.6.28,"1,057.21","1,068.20","1,044.83","1,067.18","1,073.44","1,088.49","1,044.72","1,007.25"
2017.6.29,"1,060.02","1,061.20","1,026.05","1,040.42","1,064.53","1,085.89","1,045.39","1,008.27"
2017.6.30,"1,044.97","1,048.69","1,030.51","1,034.91","1,053.82","1,082.46","1,046.08","1,009.20"
2017.7.3,"1,040.92","1,044.59","1,020.42","1,020.51","1,042.34","1,078.18","1,046.51","1,009.98"
2017.7.5,"1,027.88","1,043.15","1,026.99","1,041.78","1,040.96","1,074.76","1,047.22","1,011.01"
2017.7.6,"1,032.23","1,045.88","1,027.14","1,037.05","1,034.93","1,070.70","1,047.97","1,011.95"
2017.7.7,"1,043.49","1,058.60","1,043.49","1,054.91","1,037.83","1,066.53","1,049.17","1,013.16"
2017.7.10,"1,058.96","1,069.25","1,052.38","1,067.10","1,044.27","1,065.39","1,050.84","1,014.37"
2017.7.11,"1,066.87","1,076.06","1,063.50","1,075.42","1,055.25","1,064.93","1,052.77","1,015.68"
2017.7.12,"1,085.88","1,095.24","1,082.52","1,092.86","1,065.47","1,065.01","1,054.77","1,017.14"
2017.7.13,"1,093.87","1,101.29","1,086.48","1,090.13","1,076.08","1,065.53","1,056.66","1,018.47"
2017.7.14,"1,094.61","1,104.81","1,093.82","1,104.32","1,085.97","1,067.20","1,058.70","1,019.98"
2017.7.17,"1,106.85","1,107.13","1,096.09","1,099.55","1,092.46","1,068.82","1,060.40","1,021.29"
2017.7.18,"1,092.97","1,103.47","1,089.86","1,103.35","1,098.04","1,069.59","1,062.24","1,022.51"
2017.7.19,"1,108.58","1,113.51","1,105.83","1,113.18","1,102.11","1,071.51","1,064.00","1,023.87"
2017.7.20,"1,113.59","1,117.89","1,104.58","1,116.62","1,107.40","1,072.97","1,065.64","1,025.16"
2017.7.21,"1,108.01","1,108.08","1,101.50","1,107.54","1,108.05","1,074.09","1,067.28","1,026.41"
2017.7.24,"1,108.13","1,108.17","1,101.51","1,103.01","1,108.74","1,074.82","1,068.61","1,027.73"
2017.7.25,"1,099.98","1,105.41","1,092.16","1,102.59","1,108.59","1,076.05","1,070.23","1,028.92"
2017.7.26,"1,111.94","1,119.69","1,108.51","1,115.35","1,109.02","1,079.39","1,071.89","1,030.22"
2017.7.27,"1,118.84","1,120.51","1,084.29","1,097.27","1,105.15","1,080.89","1,073.44","1,031.33"
2017.7.28,"1,093.12","1,097.57","1,088.05","1,092.99","1,102.24","1,083.52","1,074.85","1,032.38"
2017.7.31,"1,096.92","1,099.37","1,081.91","1,085.15","1,098.67","1,086.03","1,076.16","1,033.34"
2017.8.1,"1,087.75","1,091.44","1,083.01","1,091.13","1,096.38","1,089.56","1,077.49","1,034.33"
2017.8.2,"1,099.49","1,099.95","1,076.36","1,083.96","1,090.10","1,091.67","1,078.77","1,035.33"
2017.8.3,"1,082.89","1,085.62","1,073.74","1,078.80","1,086.41","1,093.76","1,079.80","1,036.29"
2017.8.4,"1,080.23","1,087.80","1,076.42","1,079.45","1,083.70","1,094.99","1,080.47","1,037.24"
2017.8.7,"1,082.85","1,098.59","1,082.57","1,098.25","1,086.32","1,096.55","1,081.40","1,038.37"
2017.8.8,"1,098.22","1,107.23","1,090.70","1,093.77","1,086.85","1,097.46","1,082.21","1,039.40"
2017.8.9,"1,083.62","1,091.84","1,080.91","1,090.49","1,088.15","1,097.34","1,082.70","1,040.39"
2017.8.10,"1,082.09","1,084.25","1,059.65","1,060.02","1,084.40","1,095.84","1,082.42","1,041.09"
2017.8.11,"1,053.03","1,068.12","1,052.72","1,066.22","1,081.75","1,093.93","1,083.03","1,041.72"
2017.8.14,"1,078.92","1,094.82","1,078.87","1,093.74","1,080.85","1,093.64","1,083.77","1,042.58"
2017.8.15,"1,095.03","1,098.34","1,088.66","1,096.43","1,081.38","1,093.30","1,084.36","1,043.60"
2017.8.16,"1,099.85","1,102.62","1,093.13","1,098.07","1,082.90","1,092.54","1,084.79","1,044.64"
2017.8.17,"1,091.55","1,095.85","1,069.68","1,069.70","1,084.83","1,090.20","1,084.82","1,045.37"
2017.8.18,"1,076.99","1,080.00","1,066.76","1,071.89","1,085.97","1,088.41","1,084.77","1,046.22"
2017.8.21,"1,073.59","1,073.63","1,057.17","1,064.52","1,080.12","1,086.49","1,084.50","1,046.88"
2017.8.22,"1,071.98","1,083.57","1,071.76","1,081.64","1,077.16","1,085.44","1,084.45","1,047.78"
2017.8.23,"1,072.84","1,088.77","1,072.62","1,086.41","1,074.83","1,083.99","1,084.36","1,048.71"
2017.8.24,"1,090.51","1,091.49","1,079.51","1,085.93","1,078.08","1,083.43","1,084.27","1,049.65"
2017.8.25,"1,090.70","1,091.84","1,078.81","1,080.50","1,079.80","1,082.80","1,084.07","1,050.51"
2017.8.28,"1,083.67","1,083.94","1,077.28","1,082.62","1,083.42","1,082.68","1,083.72","1,051.37"
2017.8.29,"1,070.56","1,087.32","1,070.08","1,084.86","1,084.06","1,082.36","1,083.37","1,052.24"
2017.8.30,"1,088.35","1,104.81","1,086.86","1,103.69","1,087.52","1,083.35","1,083.26","1,053.17"
2017.8.31,"1,106.35","1,115.51","1,105.22","1,114.31","1,093.20","1,085.13","1,083.20","1,054.13"
2017.9.1,"1,117.73","1,124.66","1,117.42","1,119.34","1,100.96","1,087.12","1,082.88","1,055.16"
2017.9.5,"1,112.79","1,116.73","1,094.17","1,103.63","1,105.17","1,087.39","1,083.11","1,055.98"
2017.9.6,"1,108.60","1,110.56","1,099.88","1,105.76","1,109.35","1,087.99","1,083.46","1,056.84"
2017.9.7,"1,108.69","1,111.47","1,102.60","1,107.34","1,110.08","1,088.83","1,083.73","1,057.70"
2017.9.8,"1,106.33","1,107.11","1,090.19","1,093.49","1,105.91","1,090.50","1,083.96","1,058.37"
2017.9.11,"1,103.95","1,117.50","1,103.33","1,115.46","1,105.14","1,092.97","1,084.70","1,059.43"
2017.9.12,"1,118.36","1,123.11","1,113.57","1,120.20","1,108.45","1,094.29","1,085.58","1,060.44"
2017.9.13,"1,117.21","1,124.67","1,113.81","1,122.04","1,111.71","1,095.57","1,086.15","1,061.48"
2017.9.14,"1,118.30","1,133.30","1,117.01","1,127.42","1,115.72","1,097.04","1,087.03","1,062.51"
2017.9.15,"1,130.36","1,147.64","1,130.28","1,146.68","1,126.36","1,100.89","1,088.02","1,063.68"
2017.9.18,"1,153.77","1,168.03","1,153.74","1,160.90","1,135.45","1,105.34","1,089.28","1,064.95"
2017.9.19,"1,163.44","1,169.01","1,157.33","1,164.98","1,144.40","1,110.36","1,090.56","1,066.27"
2017.9.20,"1,165.01","1,165.48","1,133.28","1,148.60","1,149.72","1,113.71","1,091.73","1,067.41"
2017.9.21,"1,146.48","1,147.73","1,134.13","1,143.87","1,153.01","1,116.58","1,093.32","1,068.51"
2017.9.22,"1,139.44","1,151.08","1,139.25","1,149.59","1,153.59","1,119.76","1,094.70","1,069.71"
2017.9.25,"1,144.47","1,144.73","1,122.16","1,126.94","1,146.80","1,122.09","1,096.14","1,070.76"
2017.9.26,"1,136.13","1,138.26","1,122.37","1,126.40","1,139.08","1,124.27","1,097.66","1,071.87"
2017.9.27,"1,141.09","1,157.54","1,137.90","1,153.00","1,139.96","1,127.68","1,099.87","1,073.19"
2017.9.28,"1,150.22","1,162.08","1,149.08","1,161.69","1,143.52","1,130.58","1,101.87","1,074.54"
2017.9.29,"1,165.49","1,172.89","1,160.39","1,171.74","1,147.95","1,133.45","1,104.11","1,076.04"
2017.10.2,"1,176.61","1,184.07","1,170.74","1,178.75","1,158.32","1,136.42","1,106.18","1,077.67"
2017.10.3,"1,180.29","1,185.53","1,177.16","1,182.43","1,169.52","1,140.36","1,108.10","1,079.47"
2017.10.4,"1,179.66","1,185.33","1,174.60","1,185.24","1,175.97","1,144.34","1,109.93","1,081.35"
2017.10.5,"1,188.57","1,189.56","1,179.53","1,186.07","1,180.85","1,148.27","1,111.48","1,083.13"
2017.10.6,"1,182.01","1,191.47","1,181.91","1,191.45","1,184.79","1,153.17","1,113.17","1,084.92"
2017.10.9,"1,194.95","1,201.09","1,194.18","1,199.86","1,189.01","1,157.39","1,114.76","1,086.73"
2017.10.10,"1,209.50","1,210.18","1,194.85","1,207.20","1,193.96","1,161.74","1,116.56","1,088.48"
2017.10.11,"1,204.90","1,215.57","1,204.03","1,215.19","1,199.95","1,166.40","1,118.42","1,090.33"
2017.10.12,"1,214.13","1,219.35","1,210.40","1,211.10","1,204.96","1,170.58","1,120.05","1,092.02"
2017.10.13,"1,218.84","1,223.31","1,213.85","1,219.21","1,210.51","1,174.21","1,121.76","1,093.70"
2017.10.16,"1,224.51","1,225.10","1,216.73","1,224.99","1,215.54","1,177.41","1,123.72","1,095.50"
2017.10.17,"1,223.17","1,225.01","1,218.38","1,224.12","1,218.92","1,180.37","1,125.74","1,097.18"
2017.10.18,"1,226.78","1,230.07","1,212.17","1,228.16","1,221.52","1,184.35","1,127.83","1,099.03"
2017.10.19,"1,216.45","1,225.12","1,206.34","1,225.05","1,224.31","1,188.41","1,129.66","1,100.78"
2017.10.20,"1,235.44","1,237.63","1,229.48","1,231.34","1,226.73","1,192.50","1,131.90","1,102.67"
2017.10.23,"1,237.33","1,243.93","1,231.64","1,237.14","1,229.16","1,198.01","1,134.30","1,104.58"
2017.10.24,"1,239.67","1,247.19","1,236.05","1,245.38","1,233.41","1,203.96","1,136.97","1,106.56"
2017.10.25,"1,236.64","1,242.21","1,216.99","1,229.27","1,233.64","1,207.77","1,139.27","1,108.38"
2017.10.26,"1,233.98","1,239.57","1,230.55","1,237.03","1,236.03","1,211.54","1,141.82","1,110.30"
2017.10.27,"1,248.36","1,264.66","1,239.98","1,263.55","1,242.47","1,216.13","1,144.90","1,112.35"
2017.10.30,"1,261.51","1,270.84","1,258.91","1,265.91","1,248.23","1,220.48","1,148.01","1,114.24"
2017.10.31,"1,265.18","1,279.32","1,265.18","1,275.61","1,254.27","1,225.14","1,150.97","1,116.18"
